datetime,temp,feelslike,dew,humidity,precip,preciptype,snow,windspeed,winddir,cloudcover
2023-10-16,7,5.4,3.7,80.5,0,,0,17.6,97.6,52.9
2023-10-17,7.7,4.8,6,89.6,1.577,rain,0,29.4,95.2,81.3
2023-10-18,11.2,10.3,10.5,95.6,7.019,rain,0,30,108.3,93.7
2023-10-19,12.6,12.6,12.1,97,1.483,rain,0,19,93.3,96
2023-10-20,11.7,11.1,10.9,94.6,0.222,rain,0,26.3,73.5,93.3
2023-10-21,7.4,5.9,5.2,86.4,0.206,rain,0,14.7,328.9,67
2023-10-22,7.3,6.5,5.5,89.1,0,rain,0,14.8,128.4,70.6
2023-10-23,10,9,9.4,95.7,3.859,rain,0,19.2,109.3,90.8
2023-10-24,10,9.1,8.7,92.2,0.388,rain,0,15.3,89.4,74.7
2023-10-25,9,7.2,8.3,95.5,0.056,rain,0,22.1,113.8,83.4
2023-10-26,10.2,9,9.5,95.8,2.857,rain,0,22.9,158.1,79.7
2023-10-27,8.7,7.1,7.9,94.8,0.091,rain,0,19.2,111.1,71.9
2023-10-28,9.9,8.5,8.8,93.2,0.042,rain,0,18.3,120.3,86.4
2023-10-29,8.2,6.7,7.6,95.9,0.734,rain,0,20.4,67.9,87.1
2023-10-30,9.2,7.9,8.5,95.4,0.489,rain,0,16.7,84.7,88.2
2023-10-31,8.9,6.8,8.2,95.2,0.389,rain,0,31.4,98.2,82.6
2023-11-01,8.3,6.4,6.9,91,6.521,rain,0,31.9,192.9,76
2023-11-02,7.1,5.3,6.2,94.3,0.711,rain,0,16.6,208.8,72
2023-11-03,7.4,5.7,5.9,90.3,0.477,rain,0,22,300,60.4
2023-11-04,6.6,4.1,5.9,95.7,0.18,rain,0,19.4,32.1,88
2023-11-05,7.9,5.6,6.7,91.9,0.614,rain,0,19.6,263.2,68.5
2023-11-06,8.3,5.3,6.9,90.8,0.768,rain,0,29.5,260,73.8
2023-11-07,8.2,6,6.4,88.6,0.29,rain,0,22.7,234.8,71.5
2023-11-08,6.9,3.5,4.9,87.2,1.708,rain,0,47.3,227.7,71.1
2023-11-09,6.3,3.4,5.2,92.5,2.021,rain,0,20.1,215.1,80.8
2023-11-10,7.3,4.8,5.8,90.6,2.132,rain,0,30.8,310.5,61
2023-11-11,4,1.6,3,93.5,0.053,"rain,snow",0,19.4,107.2,71
2023-11-12,8.4,6,7.6,94.2,2.566,rain,0,25.2,144.5,84.3
2023-11-13,9.9,8.5,8.7,92.3,5.641,rain,0,46.5,250.2,79.9
2023-11-14,9.9,8.4,8.1,88.6,3.825,rain,0,29.4,245.9,73.4
2023-11-15,7.4,5.4,4.9,84.5,0.145,rain,0,24,245.2,75.4
2023-11-16,5.3,2.9,4.4,94.1,0.338,rain,0,18.7,181.1,82.8
2023-11-17,6.6,4,5.5,92.7,1.086,rain,0,29.6,180.5,79.4
2023-11-18,11.8,11.8,11.2,95.7,1.834,rain,0,32,213.8,92.5
2023-11-19,10.2,9.7,9.3,94.1,3.051,rain,0,33.9,240.6,91.5
2023-11-20,9.1,6.6,7.9,92.5,0.396,rain,0,31.7,324.9,79.9
2023-11-21,7.8,5.9,6.6,92.3,0.044,rain,0,18.8,263.8,85.4
2023-11-22,11.2,11,9.8,91,0.336,rain,0,26.6,251.6,97.6
2023-11-23,10.9,10.7,10,93.8,0.115,rain,0,29.3,274.3,94.4
2023-11-24,7.3,5.8,4.9,85.4,0.124,rain,0,12.5,341.7,86.2
2023-11-25,5.1,2.8,3.2,87.6,0.018,rain,0,13.7,115.3,96.1
2023-11-26,8.9,7.6,8.6,98.1,0.918,rain,0,12.9,186.6,91
2023-11-27,6.8,4.6,5.2,90,0.199,rain,0,22.1,337.8,64.9
2023-11-28,4.7,3.7,3.7,93.5,0.143,rain,0,10.1,303.3,85.4
2023-11-29,2.4,-0.1,0.7,89,0.057,rain,0,15.3,63.6,65.8
2023-11-30,0.9,-2.1,-2.1,81,0.009,"rain,snow",0,16.9,20.5,59.4
2023-12-01,1.1,0.2,0,92.9,0.157,"rain,snow",0,6.9,177.2,69.1
2023-12-02,0.4,-0.8,0.1,97.7,0.133,"rain,snow",0,7.8,140.3,80.6
2023-12-03,0.6,-2.6,0.3,97.7,0.018,"rain,snow",0,14.7,58.9,77.8
2023-12-04,1.2,-2.4,-0.1,90.9,0.102,"rain,snow",0,17.6,332.9,46.8
2023-12-05,1.5,-0.8,0.4,92.4,0.017,"rain,snow",0,16.2,87.6,56.8
2023-12-06,6.2,2.1,5.4,95,3.001,rain,0,35.3,134.9,93.1
2023-12-07,8.9,6.3,7.7,92.5,1.766,rain,0,25.8,165.8,78.7
2023-12-08,8.6,5.2,7.9,94.9,4.758,rain,0,34.6,218.1,92.4
2023-12-09,8.6,5.4,6,84.5,1.909,rain,0,49.5,262.2,82.5
2023-12-10,7.9,4.9,7,94.1,2.824,rain,0,39.6,227.1,84.7
2023-12-11,6.7,4.4,6.2,96.4,1.739,rain,0,21.7,158.3,71.1
2023-12-12,7.3,5.4,6.8,96.9,1.776,rain,0,18.6,2.8,86.3
2023-12-13,6.9,4.5,5.7,91.7,0.121,rain,0,18.2,276.2,79.5
2023-12-14,8.5,6.1,5.3,81.1,0.234,rain,0,28,254.9,89.9
2023-12-15,9.4,8.3,8.3,92.9,0.091,rain,0,24.9,213,88.4
2023-12-16,10.2,9.5,9.6,95.9,0.171,rain,0,35.9,212.4,92
2023-12-17,11,11,10.5,96.3,2.514,rain,0,49.7,208.9,97
2023-12-18,9.8,9.2,9.4,97.2,0.312,rain,0,23.8,238.3,91.7
2023-12-19,6.8,3.8,5.1,88.6,0.175,rain,0,26.2,274.7,75.9
2023-12-20,9.9,8,8.8,92.4,0.364,rain,0,42.6,280.3,92.8
2023-12-21,10.3,9.2,8.9,90.7,0.252,rain,0,48.8,287.7,91.8
2023-12-22,9.6,6.1,7.6,87.5,0.218,rain,0,41.6,281.5,89
2023-12-23,10.8,10.1,9.4,91.4,1.279,rain,0,33.1,241.4,92.7
2023-12-24,10.5,9.3,8.8,89.5,0.743,rain,0,39.4,252.6,88.3
2023-12-25,8.2,5.1,5.7,84.5,0.664,rain,0,31.2,247.2,74
2023-12-26,4.1,1.4,3.4,94.7,0.165,rain,0,39.9,116.1,72.2
2023-12-27,7.3,4.3,6.5,94.8,6.069,rain,0,36.2,196.8,80.9
2023-12-28,7.1,3,4.6,84.7,0.674,rain,0,37.1,240.1,67.6
2023-12-29,5.1,1.3,1.9,79.9,1.152,rain,0,35.9,253.5,58.7
2023-12-30,5.6,1.6,4.3,91,4.601,rain,0,36.3,159.5,82.5
2023-12-31,6.3,2.2,5.1,91.7,2.078,rain,0,33.2,270.5,79.5
2024-01-01,5.2,1.9,3.8,91.1,2.349,rain,0,26.2,187.7,75
2024-01-02,8.2,5.9,7.3,93.6,1.435,rain,0,23,219.7,78.2
2024-01-03,6.9,4.7,6.3,95.9,0.838,rain,0,22.3,236.5,80.6
2024-01-04,5.3,2.8,4.3,93.4,1.314,rain,0,20.4,245.8,60.5
2024-01-05,3.8,1.1,2.7,92.2,0.07,rain,0,22.8,295.4,46.8
2024-01-06,3.3,1.6,2.1,92.2,0.162,"rain,snow",0,12.6,300.5,53.3
2024-01-07,1.6,0.6,0.5,92.7,0,,0,8.3,80.9,53.2
2024-01-08,0.6,-2.6,-0.8,90.8,0,,0,15.1,104.1,69.1
2024-01-09,1.7,-2.5,-1.5,80.2,0,,0,19.4,75.8,48.8
2024-01-10,1.5,-1.9,-0.7,85.7,0,,0,17.2,54.3,49.4
2024-01-11,4.6,2.1,1.8,82.1,0,,0,16.7,57.7,95.8
2024-01-12,2.4,1.2,0.3,85.8,0,,0,10.2,71.8,99.4
2024-01-13,3.6,2.5,2.8,94.7,0.135,rain,0,10.6,293.9,93.8
2024-01-14,2.5,0.4,1.6,93.8,0.05,rain,0,12.2,340.2,71.9
2024-01-15,1.1,-0.7,0,92.3,0.127,"rain,snow",0,15.2,311.2,82
2024-01-16,2.9,-0.5,1.4,90.1,0.331,rain,0,22.2,242.4,81.3
2024-01-17,0.1,-2.1,-0.7,94.5,0.211,"rain,snow",0.1,12,336,64.5
2024-01-18,-0.3,-3.5,-1.7,90.6,0.226,"rain,snow",0,16.8,296.4,36.1
2024-01-19,1.8,-2.6,-0.5,85.5,0.078,"rain,snow",0,29.6,184.3,76.9
2024-01-20,7.9,4.3,6.9,93.6,1.795,rain,0,34.6,197.1,84.5
2024-01-21,8.8,6.4,7.3,90.4,6.772,rain,0,59.3,222.1,91.3
2024-01-22,6.3,1.6,2.4,76.5,1,rain,0,42.1,260.6,60.6
2024-01-23,9.4,7.1,7.4,87.8,1.88,rain,0,51.2,227.1,89.8
2024-01-24,7.9,4.9,5,82.4,1.006,rain,0,44.6,247.2,67.7
2024-01-25,9.6,8.3,8.8,94.8,1.029,rain,0,35.2,204.5,90.5
2024-01-26,6.3,2.4,3.5,82.8,6.118,rain,0,30.8,235.7,52
2024-01-27,8.4,4.9,6.4,87.4,0.424,rain,0,30.6,185.4,84.7
2024-01-28,9,7.7,6.5,84.3,0.498,rain,0,37.6,197.3,84.6
2024-01-29,3.5,1.6,0.8,83.1,0.029,rain,0,13.1,340.2,58.8
2024-01-30,3.2,0.7,1.1,86.2,0.07,"rain,snow",0,23.9,201.5,67.2
2024-01-31,6.7,3.2,5.2,90.4,1.825,rain,0,39.3,221.7,88.9
2024-02-01,7,4.1,5.1,87.8,0,,0,29.3,213.4,90.8
2024-02-02,10.7,10.2,9.9,95,0.543,rain,0,26.9,231.3,94.6
2024-02-03,8.5,6.3,5.7,82.8,0.383,rain,0,23.6,258.4,84.5
2024-02-04,10.4,9.6,8.1,85.7,0.203,rain,0,41.7,241.7,90.1
2024-02-05,9.9,8.1,8,88.3,0.017,rain,0,27.4,232.4,92.4
2024-02-06,6.7,4.8,4.6,86.9,3.383,rain,0,28.5,300.6,86.6
2024-02-07,3.2,1.4,0.8,84.8,0.104,rain,0,18.6,41.5,80.7
2024-02-08,2.3,-3,1.4,94.4,3.406,"rain,snow",3.7,29.6,83,96.2
2024-02-09,5.1,1.1,4.5,95.9,2.324,rain,0,26.1,94.8,92.1
2024-02-10,5.6,3.4,4.8,94.6,0.119,rain,0,16.3,44.6,87.3
2024-02-11,5.1,1.9,2.9,86,0.162,rain,0,24.8,256.5,54.8
2024-02-12,4.5,1,1.7,82.2,0.434,rain,0,32.5,240.9,44.3
2024-02-13,5.1,3.3,3.8,91.3,0.368,rain,0,11.9,138.1,78.8
2024-02-14,10,9.5,9.8,98.3,0.84,rain,0,24.4,176.4,92.5
2024-02-15,10.2,9.6,9.5,95.6,1.994,rain,0,25.2,205.1,90.2
2024-02-16,9.9,8.8,9.3,96.3,0.165,rain,0,16.6,216.5,93.4
2024-02-17,10.3,9.3,9.7,96.4,1.091,rain,0,20.5,190.3,94.8
2024-02-18,10.1,9,9,93.1,0.389,rain,0,22.3,222.4,79
2024-02-19,9.5,7.3,7.2,85.3,0.664,rain,0,36.2,235.9,75.5
2024-02-20,9.6,8.7,7.5,87.4,1.254,rain,0,35.8,227.1,72.6
2024-02-21,8.2,5.8,6.4,89.3,0.746,rain,0,33.1,219.1,77.3
2024-02-22,3.9,0.5,2.1,88.2,1.843,rain,0,24.7,239.4,70.6
2024-02-23,3.8,0.6,2.2,89.9,1.766,rain,0,27,243.1,74.9
2024-02-24,5.5,3.2,3.3,86.9,0.262,rain,0,16.9,298.8,69.9
2024-02-25,5.3,1.9,2.9,85.1,0,rain,0,21.1,41.4,82
2024-02-26,5.6,3.1,1.8,77.2,0.064,rain,0,16.3,321.1,60
2024-02-27,7.9,5,4.7,80.6,0.631,rain,0,29.9,251,87.9
2024-02-28,8.5,6.4,7.2,91.9,1.277,rain,0,27,215.2,88.3
2024-02-29,3.9,0.1,1.8,86.1,1.006,"rain,snow",0.5,30.5,224.9,67.2
2024-03-01,2.4,-1.2,0.3,87,3.213,"rain,snow",0.5,30.2,352.6,63.2
2024-03-02,3.5,-0.7,1.6,87.8,1.166,rain,0,33,331.4,68.5
2024-03-03,5.1,2.4,3,87,0.654,rain,0.2,19.2,279.8,64.1
2024-03-04,5.2,1.1,3.4,88.4,0.041,rain,0,36.7,114.4,89.1
2024-03-05,8,5,4.7,80.3,0.357,rain,0,34.5,194.5,80.9
2024-03-06,8.6,6,6.5,86.6,0,rain,0,27.1,132.4,80.5
2024-03-07,8.2,5.1,4.8,79.9,0,,0,29.1,122.2,68.1
2024-03-08,5.8,1.6,2.3,78.3,0,rain,0,32.6,94.8,76.2
2024-03-09,5.4,1.2,1.8,77.8,0,rain,0,29.5,62.7,76.5
2024-03-10,6.4,4.2,4.2,85.7,0.053,rain,0,15.3,26.7,91.2
2024-03-11,7,5.6,6.1,93.8,0.714,rain,0,21.5,130.9,90.7
2024-03-12,9.3,8.1,8.7,96.6,1.358,rain,0,36.2,203.7,95.3
2024-03-13,8.2,6.5,5.1,81.8,3.249,rain,0,36.2,246.9,84.4
2024-03-14,8.3,6.7,7.8,96.6,1.943,rain,0,21.8,157.6,95.2
2024-03-15,8,6.1,5,82.7,0.206,rain,0,19.2,337,50.6
2024-03-16,7.9,6,7.2,95.6,2.158,rain,0,23.4,152,87.3
2024-03-17,10.1,9.1,8.4,89.5,0.586,rain,0,24.3,198.5,82.1
2024-03-18,9.3,7.7,8.3,93.7,1.103,rain,0,37,186.5,80.3
2024-03-19,8.6,7.2,7,89.9,1.655,rain,0,20.2,278.8,73.2
2024-03-20,7.8,6.2,4,78.7,0.159,rain,0,15.5,319.8,52.5
2024-03-21,9.2,7,7.4,88.8,0.429,rain,0,34.1,228,89.2
2024-03-22,6.2,2.4,2.6,78.5,0.284,rain,0,31.6,276.5,52.2
2024-03-23,5.8,1.7,2.6,80.2,0.646,rain,0,37.5,293.7,66.6
2024-03-24,6.3,3.6,5.1,92.1,0.227,rain,0,18.5,181.1,92.8
2024-03-25,8.4,6.3,7.6,94.9,3.383,rain,0,23,107.4,89.9
2024-03-26,5.9,2.4,5,93.7,0.958,rain,0,29.5,51.1,92.4
2024-03-27,5.3,1.8,3.4,87.8,1.494,rain,0,26.8,125.2,87.5
2024-03-28,3.7,1.5,2.1,89.6,0,rain,0,16.6,30.1,60.1
2024-03-29,5.7,3.8,3.5,86.5,0.8,rain,0,20.5,162.4,53.8
2024-03-30,7.1,4.6,3.4,78.8,0.3,rain,0,26.6,150.9,54.7
2024-03-31,8.4,6.6,5.6,83.6,5.6,rain,0,25.1,106.5,75.9
2024-04-01,7.3,4.6,4.8,83.8,0,rain,0,21.3,70.9,87.8
2024-04-02,7.9,6.7,4.9,82.7,0,rain,0,14.8,98.5,78.3
2024-04-03,8.2,7.5,5.6,84.5,0.159,rain,0,13,318.2,83.3
2024-04-04,7.9,6,6.8,92.8,0.202,rain,0,26,106.1,93.5
2024-04-05,10.9,10.5,9.6,92.2,2.992,rain,0,39.8,174.9,90.9
2024-04-06,11.3,10.6,8.1,81.2,1.114,rain,0,55.4,183.8,78.5
2024-04-07,8.6,5.4,4.5,75.6,0.19,rain,0,44.2,216.6,55
2024-04-08,6.1,4.3,4.5,89.4,0.406,rain,0,18.7,288,64.6
2024-04-09,7.3,4.7,2.8,74.3,0.068,rain,0,30.4,292,43.4
2024-04-10,10.3,9.2,9.6,95.2,2.053,rain,0,31.4,201.7,95.4
2024-04-11,12,12,11,93.7,1.74,rain,0,27.6,211.2,91.1
2024-04-12,11.2,11,10.6,96.5,0.731,rain,0,33.8,211.9,85.4
2024-04-13,9.5,7.6,5.8,78.8,0.784,rain,0,36,247.9,58.8
2024-04-14,7.4,4.3,5.4,87.1,1.143,rain,0,27,228.9,77.8
2024-04-15,7.1,2.6,3.5,78.6,1.028,rain,0,43.7,295.5,71.5
2024-04-16,7.8,5.3,4.4,79.6,0.525,rain,0,24.8,315.9,70.2
2024-04-17,7.9,5.9,5.7,85.9,1.119,rain,0,31.9,304.4,84.4
2024-04-18,9,7.8,7,87.7,0.342,rain,0,28.8,279,87.5
2024-04-19,10.1,8.9,7.3,84.1,0.133,rain,0,24.7,318.5,85.1
2024-04-20,9.3,8.7,4.2,73.2,0,,0,9.7,55.5,47.6
2024-04-21,11.5,11.3,6,71.6,0,,0,11.8,29.6,22.5
2024-04-22,10.4,9.7,6.6,78.6,0,,0,26,358.1,69.7
2024-04-23,10,8.9,6.7,80.5,0.044,rain,0,25.9,347,75.7
2024-04-24,9,8.1,3.8,72.2,0.02,rain,0,15.6,341.4,60
2024-04-25,7.5,6,4.6,82.2,0.102,rain,0,20.4,326.4,87.8
2024-04-26,6.4,4.2,1.6,73,0.04,rain,0,19.6,23.7,54.4
2024-04-27,6.5,5.1,1.8,74.2,0.252,rain,0,18.6,4.3,52.1
2024-04-28,7.3,6.1,4.2,81.3,0.568,rain,0,22.4,241.1,76.4
2024-04-29,8.9,7.3,6.5,86.1,1.578,rain,0,26.1,219.1,88.8
2024-04-30,8.2,6.8,6.5,89.4,3.913,rain,0,16.6,94.9,85.3
2024-05-01,9.5,7.9,7.1,85.6,3.6,rain,0,20.4,131.5,77.7
2024-05-02,10.7,10,9.2,90.8,0.403,rain,0,12.3,320,86
2024-05-03,11.1,11.1,10.1,93.6,0.035,rain,0,18.9,286.4,95.9
2024-05-04,10.9,10.8,8.9,87.7,0,rain,0,12.3,257.1,89.6
2024-05-05,11.7,11.6,8.5,81.8,0,,0,13.9,332.1,72.2
2024-05-06,10.8,10.6,8.4,85.5,0.056,rain,0,17.3,350.3,92.5
2024-05-07,10.9,10.5,6.7,75.8,0,,0,10.2,341.9,88.8
2024-05-08,11.3,10.9,8.2,82,0.011,rain,0,21.3,200.4,82
2024-05-09,13.3,13,9.8,80.5,0,,0,13.8,169.5,85
2024-05-10,15.9,15.9,8.8,65.9,0,,0,19.1,177.7,53.6
2024-05-11,14.8,14.5,9.8,73.9,0,rain,0,21.7,169.2,64.7
2024-05-12,13.3,13.3,10.8,84.9,0.017,rain,0,16.9,278.2,86
2024-05-13,12,12,11.1,94.3,1.88,rain,0,25.2,90.3,92
2024-05-14,12.4,12,10.5,89,3.661,rain,0,14.5,81.7,85.1
2024-05-15,14.1,14,10.3,79,0.412,rain,0,16.3,79.3,74.2
2024-05-16,14.3,14.1,9.7,76,0.026,rain,0,21.4,8.9,49.4
2024-05-17,13.6,13.6,11.2,85.9,0.003,rain,0,28.3,349.6,75.2
2024-05-18,12,11.9,9.4,84.8,0,,0,20.1,351.3,75.6
2024-05-19,14.2,13.6,10.4,80,0,rain,0,14.7,355.2,56
2024-05-20,15.5,15.4,12.1,81.6,2.657,rain,0,13.8,60.1,53.9
2024-05-21,13.2,13.2,12.3,93.9,0.354,rain,0,14.5,358.7,90.6
2024-05-22,11.7,11.2,10,89.9,0.425,rain,0,26.8,336.4,90.4
2024-05-23,10.1,8.8,5.2,72.3,0.124,rain,0,26.5,328.2,84.9
2024-05-24,10.9,10.2,6.3,74.6,0,,0,14.3,295.3,73.4
2024-05-25,11.1,10.6,8.3,83.3,0.2,rain,0,23.2,131.7,82
2024-05-26,11.2,10.9,10,92.5,5.363,rain,0,22.1,210.8,90.7
2024-05-27,10.6,10,8.2,86,1.65,rain,0,19.7,207.6,80.4
2024-05-28,12.3,12.3,11.1,92.5,1.8,rain,0,25.9,229.6,94.1
2024-05-29,12.3,12.3,10,86.1,0.132,rain,0,22.5,302.8,88.3
2024-05-30,11,10.9,8.3,83.5,1.325,rain,0,26.6,330.4,87.9
2024-05-31,11.5,10.9,6.9,74.9,0,,0,19.6,339.7,65
2024-06-01,11.6,11,6.8,74.3,0,,0,15.4,342.9,46.2
2024-06-02,13.3,13.2,10.2,82.2,0,rain,0,21.6,289.8,89.2
2024-06-03,13.4,13.4,11.3,87.8,0.077,rain,0,20.6,274.2,94.4
2024-06-04,11.8,11.6,7.1,74.9,0.221,rain,0,35,289.1,75.8
2024-06-05,9.3,8,5.1,76.3,0.059,rain,0,28.4,284.2,78.9
2024-06-06,10.3,9.4,5.5,74,0.121,rain,0,22.7,279.2,75.6
2024-06-07,11.4,10.9,7.7,78.5,0.365,rain,0,24.6,259.6,88.4
2024-06-08,11.6,11.3,6.1,70.7,0.056,rain,0,26.2,300.3,78.2
2024-06-09,10.9,10.8,9.2,89.6,1.773,rain,0,27.1,286.1,92.2
2024-06-10,10.7,10,5.6,72.9,0.383,rain,0,24.9,344.1,57.1
2024-06-11,10,9.1,5.6,75.4,0.018,rain,0,19.2,334.1,75.3
2024-06-12,10.5,10.2,4.6,69.9,0,,0,18,212.1,77.8
2024-06-13,12.5,12.5,10.8,89.9,1.972,rain,0,29.9,196.5,93.8
2024-06-14,11.4,10.8,7.7,79.5,0.94,rain,0,22.6,256.6,71.9
2024-06-15,11.6,11.1,7.6,77.6,1.28,rain,0,17.2,320,65.4
2024-06-16,12.2,11.7,9.2,82.8,0.047,rain,0,21.5,315.8,74.1
2024-06-17,11.8,11.8,9.5,86.1,0.091,rain,0,19.4,342.3,92.6
2024-06-18,11.3,10.8,6.5,73.2,0.089,rain,0,22.1,347.8,82.9
2024-06-19,11.9,11.7,7.2,74.6,0,,0,22.2,288.1,70.5
2024-06-20,12.6,12.4,11,90.2,0.133,rain,0,24.4,204.1,96.6
2024-06-21,13.2,13.2,11.6,90.6,1.363,rain,0,24.8,211.6,88.1
2024-06-22,13.1,13.1,11.2,88.5,0.041,rain,0,21.8,221,89.7
2024-06-23,14.5,14.4,10.8,79.9,0.071,rain,0,18.4,216.8,83.1
2024-06-24,17.3,17.3,14.8,86.5,0.021,rain,0,27.4,210.8,94.3
2024-06-25,14.4,14.4,11,81.5,0.206,rain,0,15.4,350.9,82.8
2024-06-26,12.6,12.3,9.7,83.8,0.075,rain,0,26.3,190.9,75.6
2024-06-27,11.9,11.9,10.5,91.3,0.618,rain,0,35.8,255.8,94.2
2024-06-28,12.2,12.2,9,81.9,0.17,rain,0,24.5,262.3,89
2024-06-29,12.4,12.4,8.7,79.5,0.294,rain,0,24.3,2.8,83.9
2024-06-30,12.1,12.1,9.1,82.6,0.269,rain,0,20.3,294.5,88.2
2024-07-01,12.7,12.7,10.3,85.9,0.441,rain,0,24.5,305.4,90.5
2024-07-02,12.3,12,8.5,79.4,0.059,rain,0,23,239.5,83.8
2024-07-03,12.7,12.7,9.8,82.5,1,rain,0,44.6,270.7,87.1
2024-07-04,12,11.6,7.2,72,0.2,rain,0,41.4,264.2,73.5
2024-07-05,11.1,10.8,7.4,81,1,rain,0,15.6,253,82.3
2024-07-06,11.2,10.7,8.7,84.4,0,rain,0,24.1,293,80.8
2024-07-07,12.5,12.4,8.4,75.9,2.3,rain,0,18.4,331.2,75.7
2024-07-08,14.3,14.3,8.9,73,0.7,rain,0,18.4,95.6,71.4
2024-07-09,13.8,13.8,10.1,78.7,1.2,rain,0,23.3,30,87.3
2024-07-10,13.3,13.3,10.2,81.3,0,rain,0,29.5,321.2,81.8
2024-07-11,12.8,12.8,8.1,73.7,0.1,rain,0,25.9,341.9,86.9
2024-07-12,12.5,12.4,9.8,85,0,rain,0,22.3,327.8,83.6
2024-07-13,14,14,11.1,82.3,0,rain,0,18.4,339.9,93.2
2024-07-14,14.7,14.7,12,84.2,0.7,rain,0,10.3,14.6,90.3
2024-07-15,15.3,15.3,12.3,83.2,0,rain,0,13.7,56.6,82.9
2024-07-16,15.2,15.2,11.3,77.8,0,rain,0,20.4,295.7,87.5
2024-07-17,15.2,15.2,12.9,87.8,1.1,rain,0,22.2,180.4,89.7
2024-07-18,14.6,14.6,11.4,82.1,2.8,rain,0,20.9,222.5,85.4
2024-07-19,14.6,14.6,11.5,82.2,1.7,rain,0,28.4,186,96.2
2024-07-20,14.5,14.5,11.5,82.7,14,rain,0,20.2,304.8,86.3
2024-07-21,14.3,14.3,11.3,82.9,1.2,rain,0,15.8,202.2,97.4
2024-07-22,15.4,15.4,12.8,85.2,1.9,rain,0,18.4,320.8,82.1
2024-07-23,14.7,14.7,10.7,77.9,0.1,rain,0,15.5,227.3,69.8
2024-07-24,14.7,14.7,12.2,84.8,0.1,rain,0,16.9,182,86.2
2024-07-25,15.9,15.9,13.9,88.2,0.9,rain,0,15.1,218.9,98.3
2024-07-26,13.8,13.8,9.8,77.7,0.3,rain,0,22,250.2,65.8
2024-07-27,13.7,13.7,9.2,75.7,0.2,rain,0,16.2,271.8,71.2
2024-07-28,13.4,13.4,9.4,78.3,0.2,rain,0,11.2,322.3,45.3
2024-07-29,14,14,9.7,76.2,0,,0,9,253.8,88
2024-07-30,14.2,14.2,10.2,77.6,0.1,rain,0,24.8,217,79.4
2024-07-31,15.9,15.9,12.8,82.1,1.1,rain,0,20.9,253.8,95.4
2024-08-01,15.9,15.9,13.3,84.8,0,rain,0,22.3,263,71.4
2024-08-02,14.2,14.2,9.7,76.1,0.1,rain,0,19.1,304.7,40.8
